"Scientific Name","Common Name","Where Listed","ESA Listing Status  ","Lead Region  ","Listing Date","Most Recently Completed 5YSR","5YSR Recommendation","Notice of In Progress 5YSR","Notice Date of In Progress 5YSR","Group"
"Drosophila substenoptera","fly, Hawaiian picture-wing","<div>Wherever found</div>","E","1","2006","2019/07/15","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Insects"
"Tetramolopium rockii","No common name","<div>Wherever found</div>","T","1","1992","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Crenichthys baileyi grandis","Springfish, Hiko White River","<div>Wherever found</div>","E","8","1985","2022/07/21","No change in Status","No Five Year Review In Progress","","Fishes"
"Villosa perpurpurea","Bean, purple","<div>Wherever found</div>","E","5","1997","2020/08/31","No change in Status","No Five Year Review In Progress","","Clams"
"Piperia yadonii","Piperia, Yadon's","<div>Wherever found</div>","E","8","1998","2021/08/05","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Dudleya setchellii","Dudleya, Santa Clara Valley","<div>Wherever found</div>","E","8","1995","2021/05/06","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Heritiera longipetiolata","Ufa-halomtano","<div>Wherever found</div>","E","1","2015","2020/12/15","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Nesogenes rotensis","No common name","<div>Wherever found</div>","E","1","2004","2020/09/29","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Ptychobranchus greenii","Kidneyshell, triangular","<div>Wherever found</div>","E","4","1993","2019/09/23","No change in Status","No Five Year Review In Progress","","Clams"
"Pilosocereus robinii","Cactus, Key tree","<div></div>","E","4","1984","2010/08/27","No change in Status","Initiation of 5-Year Status Reviews for 53 Southeastern Species; Notice of reviews; request for information","2019/06/20","Flowering Plants"
"Helenium virginicum","Sneezeweed, Virginia","<div>Wherever found</div>","T","5","1998","2020/04/23","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Flowering Plants"
"Mustela nigripes","Ferret, black-footed","<div>Wherever found, except where listed as an experimental population</div>","E","6","1967","2020/01/21","No change in Status","Endangered and Threatened Wildlife and Plants; Initiation of 5-Year Status Reviews of 27 Listed Species in the Mountain-Prairie Region","2023/03/13","Mammals"
"Oxyloma haydeni kanabensis","Ambersnail, Kanab","<div>Wherever found</div>","DNS","6","1991","2011/08/25","No change in Status","No Five Year Review In Progress","","Snails"
"Oxytropis campestris var. chartacea","Locoweed, Fassett's","<div>Wherever found</div>","T","3","1988","2022/02/17","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pipilo crissalis eremophilus","Towhee, Inyo California","<div>Wherever found</div>","T","8","1987","2013/11/04","Delist: The species does not meet the definition of an endangered species or a threatened species","<a target='_blank' href='https://www.govinfo.gov/link/fr/83/28251?link-type=pdf'>Initiation of 5-Year Status Reviews of 50 Species in California Nevada and the Klamath Basin of Oregon</a","2018/06/18","Birds"
"Penstemon haydenii","Penstemon, blowout","<div>Wherever found</div>","E","6","1987","2022/08/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Achatinella spp.","Snails, Oahu tree","<div>Wherever found</div>","E","1","1981","2019/09/30","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Snails"
"Stephanomeria malheurensis","Wire-lettuce, Malheur","<div>Wherever found</div>","E","1","1982","2019/07/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Schiedea pubescens","Ma`oli`oli","<div>Wherever found</div>","E","1","2016","2021/08/18","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Gila bicolor ssp. snyderi","Chub, Owens Tui","<div>Wherever found</div>","E","8","1985","2022/09/02","No change in Status","No Five Year Review In Progress","","Fishes"
"Erigeron rhizomatus","Fleabane, Zuni","<div>Wherever found</div>","T","2","1985","2020/07/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Salmo salar","salmon Atlantic","<div>Gulf of Maine DPS</div>","E","5","2009","2020/11/23","No change in Status","No Five Year Review In Progress","","Fishes"
"Oceanodroma castro","Storm-petrel, band-rumped","<div>USA (HI)</div>","E","1","2016","2021/07/26","No change in Status","No Five Year Review In Progress","","Birds"
"Pritchardia hardyi","loulu","<div>Wherever found</div>","E","1","2010","2022/08/08","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Lasthenia conjugens","Goldfields, Contra Costa","<div>Wherever found</div>","E","8","1997","2013/02/21","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/5832'>Initiation of 5-Year Status Reviews of 40 Species in California Nevada and Oregon; request for information</a","2022/02/02","Flowering Plants"
"Dionda diaboli","Minnow, Devils River","<div>Wherever found</div>","T","2","1999","2008/09/11","No change in Status","Endangered and Threatened Species: Initiation of 5-Year Status Reviews of 35 Species in the Southwest","2022/02/02","Fishes"
"Astragalus clarianus","Milk-vetch, Clara Hunt's","<div>Wherever found</div>","E","8","1997","2019/05/02","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Toxolasma cylindrellus","Lilliput, pale (pearlymussel)","<div>Wherever found</div>","E","4","1976","2021/09/23","No change in Status","No Five Year Review In Progress","","Clams"
"Graptemys flavimaculata","Turtle, yellow-blotched map","<div>Wherever found</div>","T","4","1991","2023/03/07","No change in Status","No Five Year Review In Progress","","Reptiles"
"Lipochaeta fauriei","nehe","<div>Wherever found</div>","E","1","1994","2022/08/05","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Amsonia kearneyana","Blue-star, Kearney's","<div>Wherever found</div>","E","2","1989","2022/03/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Goetzea elegans","Goetzea, beautiful","<div>Wherever found</div>","E","4","1985","2019/09/09","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Arabis macdonaldiana","Rock-cress, McDonald's","<div>Wherever found</div>","E","8","1978","2020/08/27","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Astragalus cremnophylax var. cremnophylax","Milk-vetch, Sentry","<div>Wherever found</div>","E","2","1990","2018/07/03","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Percina pantherina","Darter, leopard","<div>Wherever found</div>","T","2","1978","2012/08/31","No change in Status","Endangered and Threatened Species: Initiation of 5-Year Status Reviews of 35 Species in the Southwest","2022/02/02","Fishes"
"Anguispira picta","Snail, painted snake coiled forest","<div>Wherever found</div>","T","4","1978","2022/07/13","No change in Status","No Five Year Review In Progress","","Snails"
"Euphorbia herbstii","`Akoko","<div>Wherever found</div>","E","1","1996","2019/09/26","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Flowering Plants"
"Notropis mekistocholas","Shiner, Cape Fear","<div>Wherever found</div>","E","4","1987","2022/09/21","No change in Status","No Five Year Review In Progress","","Fishes"
"Ammodramus maritimus mirabilis","Sparrow, Cape Sable seaside","<div>Wherever found</div>","E","4","1967","2010/08/18","No change in Status","Initiation of 5- Year Status Reviews for 36 Southeastern Species","2019/04/11","Birds"
"Myadestes myadestinus","Thrush, large Kauai (=kamao)","<div>Wherever found</div>","E","1","1970","2019/03/28","Delist: The species is extinct","Removal of 23 Extinct  Species From the Lists of Endangered and Threatened Wildlife and  Plants; Proposed Rule","2021/09/30","Birds"
"Geranium multiflorum","Nohoanu","<div>Wherever found</div>","E","1","1992","2018/10/23","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/86/33726'>Initiation of 5-Year Status Reviews for 77 Species in Oregon Washington Idaho and Hawaii; request for information</a","2021/06/25","Flowering Plants"
"Ayenia limitaris","Ayenia, Texas","<div>Wherever found</div>","E","2","1994","2022/08/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Cumberlandia monodonta","Spectaclecase (mussel)","<div>Wherever found</div>","E","3","2012","2019/08/12","No change in Status","No Five Year Review In Progress","","Clams"
"Ambrosia cheiranthifolia","Ambrosia, south Texas","<div>Wherever found</div>","E","2","1994","2022/08/04","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Spelaeorchestia koloana","Amphipod, Kauai cave","<div>Wherever found</div>","E","1","2000","2022/07/27","No change in Status","No Five Year Review In Progress","","Crustaceans"
"Peromyscus polionotus trissyllepsis","Mouse, Perdido Key beach","<div>Wherever found</div>","E","4","1985","2021/02/12","No change in Status","No Five Year Review In Progress","","Mammals"
"Chrysopsis floridana","Aster, Florida golden","<div></div>","E","4","1986","2021/06/24","Delist: The species does not meet the definition of an endangered species or a threatened species","No Five Year Review In Progress","","Flowering Plants"
"Coryphantha scheeri var. robustispina","Cactus, Pima pineapple","<div>Wherever found</div>","E","2","1993","2018/08/30","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Pyrgulopsis chupaderae","Springsnail, Chupadera","<div>Wherever found</div>","E","2","2012","2019/10/22","No change in Status","No Five Year Review In Progress","","Snails"
"Solidago houghtonii","Goldenrod, Houghton's","<div>Wherever found</div>","T","3","1988","2020/08/25","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Ambystoma bishopi","salamander, Reticulated flatwoods","<div>Wherever found</div>","E","4","2009","2015/08/05","No change in Status","Initiation of 5- Year Status Reviews for 37 Southeastern Species; Request for Information","2021/06/23","Amphibians"
"Brychius hungerfordi","Beetle, Hungerford's crawling water","<div>Wherever found</div>","E","3","1994","2021/03/30","No change in Status","No Five Year Review In Progress","","Insects"
"Ischaemum byrone","Ischaemum, Hilo","<div>Wherever found</div>","E","1","1994","2021/08/31","No change in Status","No Five Year Review In Progress","","Flowering Plants"
"Gambusia heterochir","Gambusia, Clear Creek","<div>Wherever found</div>","E","2","1967","2010/05/07","No change in Status","Endangered and Threatened Species: Initiation of 5-Year Status Reviews of 35 Species in the Southwest","2022/02/02","Fishes"
"Heraclides aristodemus ponceanus","Butterfly, Schaus swallowtail","<div>Wherever found</div>","E","4","1976","2021/02/26","No change in Status","No Five Year Review In Progress","","Insects"
"Etheostoma percnurum","Darter, duskytail","<div>Wherever found</div>","E","4","1993","2021/08/10","No change in Status","No Five Year Review In Progress","","Fishes"
"Drosophila obatai","fly, Hawaiian picture-wing","<div>Wherever found</div>","E","1","2006","2019/05/20","No change in Status","<a target='_blank' href='https://www.govinfo.gov/link/fr/87/28031'>Initiation of 5- Year Status Reviews for 167 Species in Oregon Washington Idaho  Montana California Hawaii Guam and the Northern Mariana Islands: Request for Information</a","2022/05/10","Insects"
"Speyeria zerene hippolyta","Butterfly, Oregon silverspot","<div>Wherever found</div>","T","1","1980","2020/11/23","Uplist to E","No Five Year Review In Progress","","Insects"
"Ipomopsis polyantha","Skyrocket, Pagosa","<div>Wherever found</div>","E","6","2011","2021/02/23","No change in Status","No Five Year Review In Progress","","Flowering Plants"
